query_id,pmid,retrieved_at_utc
ad_retracted_records,33220166,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33255515,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33274012,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33299399,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33312721,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33335779,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33344795,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33410108,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33412388,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33467075,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33501429,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33557949,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33578037,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33588047,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33601398,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33623535,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33624140,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33628827,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33730050,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33860460,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33863362,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33892301,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33920212,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33953832,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33958667,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,33966688,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34056243,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34084600,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34162481,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34172807,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34191275,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34191327,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34195266,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34217799,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34220487,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34221094,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34228825,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34269857,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34287845,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34326412,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34333893,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34350293,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34366793,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34414305,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34437876,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34450170,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34471104,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34478861,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34502488,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34503576,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34504897,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34505123,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34513132,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34557257,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34646334,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34685699,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34725587,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34763094,2026-09-13T06:55:12.370434+00:00
ad_retracted_records,34766472,2026-09-13T06:55:12.370434+00:00
